2360	1108	1601
2360	626	698
2360	613	658
2360	1632	1671
2360	654	694
2380	626	698
2380	654	694
2400	654	694
2400	613	658
2400	626	698
2420	652	661
2420	1170	1672
2420	613	658
2420	626	698
2440	652	661
2440	613	658
2440	651	694
2440	626	698
2440	1613	1672
2440	1170	1672
2440	654	694
2460	652	661
2460	613	658
2460	626	698
2460	1613	1629
2460	1613	1672
2460	654	694
2480	626	698
2480	654	694
2500	1492	1613
2500	1164	1657
2500	1632	1671
2500	654	694
2520	1170	1672
2520	613	658
2520	1164	1657
2540	652	661
2540	654	694
2560	652	661
2560	1170	1672
2560	626	698
2580	652	661
2580	1632	1671
2580	626	698
2600	1492	1613
2600	652	661
2600	1622	1657
2600	1190	1658
2600	626	698
2620	1622	1657
2620	1190	1658
2620	683	692
2620	626	698
2640	652	661
2640	1622	1657
2640	626	698
2660	652	661
2660	626	698
2680	652	661
2680	1632	1671
2680	626	698
2700	1632	1671
2700	626	698
2720	1671	1672
2720	1632	1671
2720	626	698
2740	613	658
2740	626	698
2760	1170	1672
2760	626	698
2760	613	658
2760	654	694
2780	1170	1672
2780	613	658
2800	654	694
2800	626	698
2820	1170	1672
2820	626	698
2820	613	658
2820	654	694
2840	654	694
2840	613	658
2840	626	698
2860	1170	1672
2860	1657	1679
2860	613	658
2860	626	698
2880	626	698
2900	652	661
2900	626	698
2920	652	661
2920	626	698
2920	654	694
2940	652	661
2940	654	694
2960	652	661
2960	1170	1672
2960	613	658
2980	652	661
2980	654	694
2980	613	658
2980	626	698
3000	652	661
3000	613	658
3020	683	692
3020	626	698
3040	613	658
3040	654	694
3060	613	658
3060	654	694
3080	1671	1672
3080	654	694
3100	1657	1679
3100	654	694
3120	1657	1679
3120	613	658
3120	654	694
3140	1170	1672
3140	613	658
3140	1657	1679
3160	1170	1672
3160	1657	1679
3180	1108	1613
3180	1657	1679
3180	1108	1601
3180	654	694
3200	1108	1613
3200	1108	1601
3200	613	658
3200	626	698
3200	1657	1679
3200	1651	1674
3200	654	694
3220	1108	1613
3220	626	698
3220	1657	1679
3240	1108	1613
3240	1657	1679
3260	1108	1613
3260	1657	1679
3260	626	698
3280	1108	1613
3280	1657	1679
3300	613	658
3300	1657	1679
3320	613	658
3320	1657	1679
3340	683	692
3340	654	694
3340	613	658
3340	1632	1671
3340	1657	1679
3360	1657	1679
3360	1632	1671
3360	654	694
3380	1108	1613
3380	1632	1671
3400	654	694
3420	654	694
3440	652	661
3440	654	694
3460	652	661
3460	616	652
3460	613	658
3460	654	694
3480	652	661
3480	613	658
3480	654	694
3500	652	661
3500	654	694
3520	654	694
3520	626	698
3540	610	623
3540	654	694
3540	626	698
3560	1632	1671
3560	654	694
3580	1632	1671
3580	651	694
3600	1632	1671
3620	1492	1613
3620	1632	1671
3640	1632	1671
3660	1190	1658
3660	610	658
3680	1144	1662
3680	610	658
3700	1613	1629
3700	610	658
3720	1632	1671
3740	654	694
3760	1660	1679
3760	654	694
3780	1660	1679
3780	1632	1671
3780	654	694
3820	1622	1657
3820	1632	1671
3820	1657	1679
3840	1622	1657
3840	1632	1671
3860	1622	1657
3860	1164	1657
3880	1622	1657
3880	1164	1657
3880	654	694
3900	1622	1657
3900	1657	1679
3900	1164	1657
3900	654	694
3920	1622	1657
3920	654	694
3940	1622	1657
3960	1622	1657
3960	683	692
3960	654	694
3980	1622	1657
3980	1164	1657
3980	654	694
4000	613	658
4000	1622	1657
4000	1164	1657
4020	1622	1657
4020	1164	1657
4040	1622	1657
4040	613	658
4060	1108	1613
4060	1164	1657
4060	1622	1657
4060	613	658
4060	609	690
4080	609	690
4080	1622	1657
4080	1164	1657
4080	1651	1674
4100	600	609
4100	1622	1657
4100	1164	1657
4120	1144	1662
4120	1622	1657
4120	613	658
4120	654	694
4140	1622	1657
4140	613	658
4140	654	694
4160	600	609
4160	609	690
4160	1622	1657
4180	600	609
4180	1144	1662
4180	1622	1657
4200	600	609
4200	1622	1657
4220	600	609
4220	1622	1657
4220	1164	1657
4240	600	609
4240	1622	1657
4240	613	658
4260	600	609
4260	1170	1672
4260	1622	1657
4260	654	694
4280	609	690
4280	1622	1657
4280	654	694
4300	609	690
4300	1144	1662
4300	1622	1657
4300	654	694
4320	609	690
4320	1144	1662
4320	1622	1657
4320	1632	1671
4320	654	694
4340	1622	1657
4340	1108	1601
4340	651	694
4340	609	690
4340	1632	1671
4340	1170	1672
4360	1144	1662
4360	1622	1657
4360	1108	1601
4360	1632	1671
4360	609	690
4360	654	694
4380	652	661
4380	1622	1657
4380	1108	1601
4380	1632	1671
4380	609	690
4380	654	694
4400	613	658
4400	1622	1657
4400	1164	1657
4400	654	694
4420	1144	1662
4420	1622	1657
4420	613	658
4420	1632	1671
4420	609	690
4420	1613	1632
4420	654	694
4440	609	690
4440	1622	1657
4440	654	694
4440	613	658
4440	610	658
4460	609	690
4460	1622	1657
4460	613	658
4460	654	694
4480	609	690
4480	1622	1657
4480	613	658
4480	654	694
4500	609	690
4500	1108	1601
4500	1622	1657
4500	613	658
4520	609	690
4520	1622	1657
4520	1108	1601
4520	654	694
4540	609	690
4540	1622	1657
4540	1108	1601
4540	654	694
4560	609	690
4560	1622	1657
4560	654	694
4580	609	690
4580	1622	1657
4580	1108	1601
4580	636	643
4600	1622	1657
4600	1164	1657
4600	636	643
4600	609	690
4600	1170	1672
4600	654	694
4620	609	690
4620	1622	1657
4620	1164	1657
4620	1649	1657
4620	636	643
4640	1622	1657
4640	1164	1657
4640	636	643
4640	654	694
4660	851	855
4660	636	643
4660	654	694
4680	1622	1657
4680	1164	1657
4680	1632	1671
4680	654	694
4700	841	848
4700	1164	1657
4700	1622	1657
4700	1632	1671
4700	654	694
4720	1622	1657
4720	1164	1657
4720	851	856
4720	841	848
4720	683	692
4720	851	855
4720	654	694
4740	841	848
4740	613	658
4740	1622	1657
4760	841	848
4760	867	868
4780	851	856
4780	683	692
4780	841	848
4780	1164	1657
4780	851	855
4800	1164	1657
4800	1622	1657
4800	1108	1601
4800	610	658
4820	1622	1657
4820	613	658
4820	1108	1601
4820	1632	1671
4820	851	856
4820	841	848
4820	1164	1657
4820	851	855
4840	851	856
4840	613	658
4840	1108	1601
4840	1613	1672
4840	1164	1657
4860	1622	1657
4860	613	658
4860	1164	1657
4860	1108	1601
4860	1632	1671
4860	609	690
4860	683	692
4860	1613	1672
4880	609	690
4880	613	658
4880	1108	1601
4880	1632	1671
4880	1164	1657
4900	1622	1657
4900	1164	1657
4900	613	658
4900	1632	1671
4900	683	692
4900	600	609
4900	1108	1601
4920	1108	1601
4920	1622	1657
4920	683	692
4920	613	658
4920	1164	1657
4940	1108	1601
4940	1622	1657
4940	613	658
4940	1613	1672
4960	613	658
4960	1622	1657
4960	1164	1657
4960	654	694
4980	1622	1657
4980	613	658
4980	1164	1657
4980	609	690
4980	1613	1672
4980	867	868
5000	609	690
5000	1164	1657
5000	1622	1657
5000	613	658
5020	609	690
5020	613	658
5020	1622	1657
5020	1164	1657
5020	1108	1601
5040	1622	1657
5040	1164	1657
5040	613	658
5040	1632	1671
5040	609	690
5040	683	692
5060	609	690
5060	613	658
5060	1622	1657
5060	1108	1601
5060	1632	1671
5080	600	609
5080	1164	1657
5080	1622	1657
5080	867	868
5080	613	658
5100	1622	1657
5100	1164	1657
5100	613	658
5100	1632	1671
5100	609	690
5100	1108	1601
5120	1622	1657
5120	613	658
5120	1164	1657
5120	609	690
5120	1108	1601
5120	867	868
5120	654	694
5140	1622	1657
5140	1108	1601
5140	613	658
5140	609	690
5140	1164	1657
5140	654	694
5160	1622	1657
5160	1164	1657
5160	613	658
5160	1632	1671
5160	609	690
5160	851	855
5160	1190	1658
5160	867	868
5180	609	690
5180	1164	1657
5180	613	658
5180	600	613
5200	1622	1657
5200	613	658
5200	1164	1657
5200	609	690
5200	1108	1601
5200	851	855
5200	1190	1658
5220	1622	1657
5220	1164	1657
5220	613	658
5220	609	690
5220	851	855
5220	1190	1658
5240	609	690
5240	1164	1657
5240	1622	1657
5240	867	868
5240	613	658
5260	1622	1657
5260	1164	1657
5280	1622	1657
5280	867	868
5300	1622	1657
5300	1164	1657
5320	867	868
5320	1622	1657
5320	1164	1657
5320	654	694
5340	1108	1613
5340	1164	1657
5340	1622	1657
5340	867	868
5360	1164	1657
5360	1622	1657
5360	867	868
5360	851	855
5380	851	855
5380	1622	1657
5380	1164	1657
5380	867	868
5400	1622	1657
5400	1164	1657
5400	1632	1671
5400	867	868
5400	654	694
5420	851	855
5420	1622	1657
5420	1164	1657
5420	867	868
5440	609	690
5440	1622	1657
5440	867	868
5460	1622	1657
5460	1632	1671
5460	609	690
5460	867	868
5460	654	694
5480	609	690
5480	1622	1657
5480	867	868
5480	1632	1671
5500	1622	1657
5500	1632	1671
5500	626	698
5500	851	855
5500	867	868
5520	1622	1657
5520	867	868
5520	1632	1671
5520	626	698
5540	1622	1657
5540	867	868
5540	1632	1671
5560	1622	1657
5560	867	868
5560	1632	1671
5580	1622	1657
5580	600	613
5580	1632	1671
5580	600	609
5580	867	868
5600	600	609
5600	1622	1657
5600	867	868
5600	1632	1671
5620	1622	1657
5620	1632	1671
5640	1622	1657
5660	1622	1657
5660	867	868
5680	867	868
5700	600	613
5700	1622	1657
5700	613	658
5700	867	868
5720	600	613
5720	1622	1657
5720	613	658
5720	867	868
5740	600	613
5740	1622	1657
5740	613	658
5740	867	868
5760	1622	1657
5760	600	613
5760	613	658
5760	1613	1672
5760	867	868
5780	1622	1657
5780	613	658
5780	600	613
5780	1649	1657
5780	867	868
5800	1144	1662
5800	1622	1657
5800	600	613
5800	613	658
5800	867	868
5820	1144	1662
5820	1622	1657
5820	613	658
5820	600	613
5820	616	661
5820	867	868
5840	600	613
5840	1622	1657
5840	613	658
5840	654	694
5860	851	855
5860	1622	1657
5860	600	613
5860	867	868
5880	613	658
5880	1622	1657
5880	616	661
5880	600	613
5900	1108	1613
5900	1622	1657
5900	600	613
5900	616	661
5900	1170	1672
5920	1622	1657
5920	613	658
5920	1164	1657
5920	616	661
5920	1170	1672
5920	600	613
5940	1622	1657
5940	613	658
5940	616	661
5940	1164	1657
5940	600	613
5960	1622	1657
5960	616	661
5960	600	613
5960	1164	1657
5960	1170	1672
5960	1671	1672
5980	616	661
5980	1622	1657
5980	1164	1657
5980	1632	1671
6000	616	661
6000	613	658
6000	1164	1657
6020	613	658
6020	1164	1657
6020	1632	1671
6020	616	661
6040	616	661
6040	613	658
6040	1632	1671
6040	654	694
6060	1622	1657
6060	613	658
6060	616	661
6060	1164	1657
6060	654	694
6080	613	658
6080	1164	1657
6080	654	694
6100	600	609
6100	613	658
6100	1164	1657
6100	654	694
6120	1108	1613
6120	1622	1657
6120	613	658
6120	1164	1657
6120	616	661
6120	654	694
6140	1622	1657
6140	613	658
6140	1164	1657
6140	616	661
6140	1170	1672
6140	654	694
6160	1622	1657
6160	1164	1657
6160	613	658
6160	616	661
6160	1170	1672
6160	654	694
6180	1170	1672
6180	1622	1657
6180	613	658
6180	654	694
6200	1622	1657
6200	613	658
6200	1657	1679
6200	1170	1672
6200	654	694
6220	1170	1672
6220	1622	1657
6220	613	658
6220	654	694
6240	1622	1657
6240	613	658
6240	654	694
6260	1170	1672
6260	1622	1657
6260	613	658
6260	654	694
6280	1622	1657
6280	613	658
6280	654	694
6300	1622	1657
6300	613	658
6320	1622	1657
6320	613	658
6340	1622	1657
6340	613	658
6340	654	694
6360	1622	1657
6360	613	658
6360	610	623
6360	867	868
6360	654	694
6380	1622	1657
6380	613	658
6380	654	694
6400	1622	1657
6400	613	658
6400	654	694
6420	1170	1672
6420	1622	1657
6420	613	658
6440	1170	1672
6440	1622	1657
6440	654	694
6460	1170	1672
6460	1622	1657
6460	683	692
6460	654	694
6480	867	868
6480	1622	1657
6480	683	692
6480	654	694
6500	1622	1657
6500	683	692
6520	1622	1657
6520	683	692
6520	851	855
6520	867	868
6520	654	694
6540	600	609
6540	1622	1657
6540	867	868
6540	1618	1629
6560	1622	1657
6560	867	868
6580	1622	1657
6580	867	868
6600	683	692
6600	1622	1657
6600	613	658
6600	867	868
6620	1622	1657
6620	1164	1657
6620	613	658
6620	683	692
6620	867	868
6620	654	694
6640	1622	1657
6640	613	658
6640	1164	1657
6640	867	868
6640	654	694
6660	1622	1657
6660	613	658
6660	1164	1657
6660	867	868
6660	654	694
6680	1622	1657
6680	613	658
6680	1164	1657
6680	683	692
6680	867	868
6680	654	694
6700	1622	1657
6700	1164	1657
6700	613	658
6700	609	690
6700	683	692
6700	867	868
6700	654	694
6720	1622	1657
6720	613	658
6720	1164	1657
6720	683	692
6720	867	868
6720	654	694
6740	1622	1657
6740	1164	1657
6740	613	658
6740	683	692
6740	851	855
6740	867	868
6740	654	694
6760	1622	1657
6760	1164	1657
6760	683	692
6760	867	868
6760	654	694
6780	1622	1657
6780	613	658
6780	1164	1657
6780	609	690
6780	867	868
6780	654	694
6800	1622	1657
6800	613	658
6800	1164	1657
6800	609	690
6800	654	694
6820	867	868
6820	1622	1657
6820	1164	1657
6840	1622	1657
6840	1164	1657
6860	1164	1657
6860	1622	1657
6860	867	868
6880	1622	1651
6880	1622	1657
6880	1164	1657
6900	1622	1657
6900	1144	1148
6900	1148	1181
6900	1164	1657
6900	609	690
6920	609	690
6920	1622	1657
6920	867	868
6940	609	690
6940	867	868
6940	1622	1657
6940	1164	1657
6960	609	690
6960	1622	1657
6960	1164	1657
6980	1622	1657
6980	1164	1657
6980	636	643
7000	600	609
7020	1164	1657
7040	1622	1657
7040	616	661
7040	1164	1657
7040	664	867
7040	600	609
7060	613	658
7060	1164	1657
7060	616	661
7060	664	867
7060	600	609
7080	1622	1657
7080	1164	1657
7080	613	658
7080	616	661
7100	1622	1657
7100	616	661
7100	613	658
7100	1164	1657
7100	851	855
7100	1190	1658
7120	1622	1657
7120	1164	1657
7120	613	658
7120	616	661
7120	609	690
7140	1622	1657
7140	613	658
7140	1164	1657
7140	609	690
7160	1622	1657
7160	613	658
7160	616	661
7160	609	690
7180	609	690
7180	616	661
7180	1622	1657
7180	613	658
7200	1622	1657
7200	1164	1657
7200	613	658
7200	616	661
7200	609	690
7220	1622	1657
7220	616	661
7220	613	658
7220	609	690
7220	1651	1657
7220	1649	1657
7220	652	683
7220	1170	1672
7240	1622	1657
7240	1164	1657
7240	616	661
7240	636	643
7240	609	690
7260	1622	1657
7260	616	661
7260	1164	1657
7260	636	643
7260	609	690
7260	652	683
7280	1622	1657
7280	616	661
7280	1632	1671
7280	609	690
7300	609	690
7300	613	658
7300	616	661
7320	1622	1657
7320	616	661
7320	613	658
7320	609	690
7320	851	855
7340	1622	1657
7340	613	658
7340	1164	1657
7340	616	661
7340	609	690
7340	600	609
7340	1170	1672
7360	1622	1657
7360	616	661
7360	613	658
7360	1170	1672
7380	1622	1657
7380	613	658
7380	616	661
7380	1632	1671
7380	1164	1657
7380	1170	1672
7400	613	658
7400	1164	1657
7400	1632	1671
7400	1170	1672
7420	652	683
7440	1622	1657
7440	613	658
7460	613	658
7460	1164	1657
7460	1190	1658
7480	613	658
7500	609	690
7500	1622	1657
7520	609	690
7520	1622	1657
7520	1632	1671
7540	609	690
7540	683	692
7560	1632	1671
7580	1632	1671
7580	683	692
7580	1170	1672
7580	1651	1674
7580	1190	1658
7600	1181	1674
7620	1622	1657
7620	1181	1651
7620	1164	1657
7620	1651	1674
7640	1651	1674
7640	1164	1657
7640	1181	1651
7660	1622	1657
7660	1181	1651
7660	613	658
7660	1164	1657
7660	683	692
7660	1170	1672
7660	1651	1674
7680	1170	1632
7680	1622	1657
7680	1108	1667
7680	616	661
7680	1164	1657
7680	1170	1671
7680	683	692
7680	1657	1679
7680	1170	1672
7680	1651	1674
7700	1622	1657
7700	1108	1667
7700	1181	1651
7700	616	661
7700	1164	1657
7700	1170	1671
7720	1622	1657
7720	1108	1667
7720	1164	1657
7720	1170	1672
7740	1622	1657
7740	1622	1645
7740	1164	1657
7740	1660	1679
7740	1649	1651
7740	1657	1679
7740	1651	1674
7760	1108	1645
7760	1622	1657
7760	1108	1622
7760	1622	1645
7760	1108	1144
7760	1144	1190
7760	1190	1632
7760	1144	1657
7760	1651	1657
7760	1181	1622
7760	652	683
7760	1645	1657
7760	1181	1657
7760	1651	1674
7760	1649	1651
7760	1632	1667
7760	1181	1645
7780	1108	1657
7780	1108	1622
7780	1622	1645
7780	1108	1144
7780	1164	1645
7780	613	658
7780	1181	1674
7780	652	683
7780	1164	1657
7800	1622	1657
7800	1164	1657
7800	613	658
7800	1190	1632
7800	616	661
7800	1144	1613
7800	1645	1657
7800	1651	1674
7800	1164	1622
7800	616	623
7820	1622	1657
7820	1190	1671
7820	1660	1662
7820	1622	1645
7820	1108	1144
7820	613	658
7820	1667	1674
7820	1181	1651
7820	616	661
7820	1190	1632
7820	1108	1632
7820	1190	1667
7820	1148	1679
7820	683	692
7820	652	683
7820	1645	1657
7820	1651	1674
7840	1622	1657
7840	1108	1657
7840	1660	1662
7840	1622	1645
7840	1645	1657
7840	616	661
7840	1190	1632
7840	1108	1644
7840	1651	1657
7840	683	692
7840	1190	1671
7840	1108	1667
7860	1622	1657
7860	1108	1667
7860	1181	1651
7860	1645	1657
7860	616	661
7860	1190	1632
7860	652	683
7860	1144	1644
7880	692	698
7880	1622	1657
7880	1492	1657
7880	1108	1667
7880	1181	1651
7880	1645	1657
7880	1108	1144
7880	613	658
7880	1181	1674
7880	616	661
7880	1613	1649
7880	1144	1667
7880	1651	1674
7900	1492	1645
7900	1622	1657
7900	1108	1667
7900	1181	1651
7900	616	661
7900	1108	1144
7900	613	658
7900	1181	1674
7900	636	643
7900	1144	1644
7900	1108	1644
7900	1181	1613
7900	1645	1657
7900	1651	1674
7900	1613	1674
7920	1622	1657
7920	1492	1657
7920	1108	1667
7920	1181	1651
7920	1601	1613
7920	1645	1657
7920	1108	1144
7920	616	661
7920	1181	1674
7920	636	643
7920	1144	1667
7920	1108	1644
7920	1164	1657
7920	1144	1644
7920	1651	1674
7920	654	694
7940	1622	1657
7940	1108	1667
7940	1622	1645
7940	1181	1651
7940	1645	1657
7940	1108	1144
7940	616	661
7940	1181	1674
7940	636	643
7940	610	623
7940	1651	1674
7940	867	868
7940	654	694
7960	1622	1657
7960	1622	1645
7960	1108	1667
7960	1108	1144
7960	1645	1657
7960	1181	1651
7960	616	661
7960	1181	1674
7960	636	643
7960	683	692
7960	652	683
7960	610	623
7960	1651	1674
7960	654	694
7980	1622	1657
7980	1108	1667
7980	1622	1645
7980	1108	1144
7980	1645	1657
7980	610	683
7980	623	683
7980	1108	1644
7980	683	692
7980	658	683
7980	654	694
8000	1622	1657
8000	1108	1644
8000	1622	1645
8000	1108	1667
8000	1108	1144
8000	1645	1657
8000	830	834
8000	610	683
8000	610	692
8000	690	692
8000	610	658
8000	683	692
8000	1651	1674
8000	654	694
8000	658	683
8000	658	692
8000	601	823
8020	1622	1657
8020	1108	1144
8020	616	683
8020	1651	1674
8020	651	683
8020	1181	1651
8020	1645	1657
8020	654	658
8020	658	692
8020	610	623
8020	623	654
8020	610	654
8020	643	667
8020	1108	1644
8020	1108	1667
8020	830	834
8020	658	690
8020	610	658
8020	1181	1674
8020	643	683
8020	1492	1651
8040	1622	1657
8040	1108	1644
8040	1108	1667
8040	1108	1144
8040	1645	1657
8040	616	683
8040	1181	1651
8040	1181	1674
8040	616	692
8040	1144	1667
8040	1144	1644
8040	1651	1674
8040	1644	1667
8060	1622	1657
8060	1108	1644
8060	1108	1667
8060	1645	1657
8060	616	683
8060	1108	1144
8060	600	634
8060	616	692
8060	1622	1645
8060	1144	1644
8060	803	849
8060	654	694
8080	1622	1657
8080	894	896
8080	1108	1144
8080	616	683
8080	1651	1674
8080	1164	1622
8080	1108	1667
8080	1622	1645
8080	1181	1651
8080	1645	1657
8080	841	849
8080	851	853
8080	1108	1644
8080	609	652
8080	1181	1674
8080	600	634
8080	616	692
8080	654	694
8100	1622	1657
8100	894	896
8100	1108	1144
8100	616	683
8100	1170	1613
8100	1629	1644
8100	1108	1644
8100	1651	1674
8100	1164	1622
8100	1181	1651
8100	1645	1657
8100	643	892
8100	849	868
8100	841	864
8100	882	886
8100	1108	1667
8100	882	896
8100	1181	1674
8100	616	692
8100	609	690
8100	864	868
8100	803	849
8120	1622	1657
8120	1144	1629
8120	1108	1144
8120	855	873
8120	1108	1629
8120	1629	1644
8120	1651	1674
8120	821	882
8120	1164	1622
8120	1622	1645
8120	1645	1657
8120	636	892
8120	1144	1644
8120	1108	1644
8120	1108	1667
8120	1629	1667
8120	1181	1674
8120	841	855
8120	864	868
8140	1622	1657
8140	1144	1629
8140	1108	1144
8140	855	873
8140	1108	1629
8140	1629	1644
8140	644	696
8140	1622	1645
8140	636	892
8140	623	683
8140	1651	1657
8140	1108	1644
8140	1108	1667
8140	826	868
8140	683	847
8140	610	613
8140	821	894
8140	868	873
8140	1181	1674
8140	1492	1651
8140	864	868
8160	1622	1657
8160	623	692
8160	686	696
8160	1108	1629
8160	1629	1644
8160	644	696
8160	1164	1622
8160	1181	1651
8160	1645	1657
8160	1108	1144
8160	1651	1657
8160	1108	1644
8160	1108	1667
8160	683	847
8160	893	896
8160	1492	1651
8160	1629	1667
8160	1181	1657
8160	803	849
8180	1629	1644
8180	1108	1644
8180	1181	1651
8180	1645	1657
8180	1108	1144
8180	1144	1667
8180	686	696
8180	855	873
8180	1108	1629
8180	664	867
8180	658	690
8180	1181	1657
8180	803	849
8180	1629	1667
8200	868	892
8200	1144	1629
8200	1108	1144
8200	686	696
8200	855	873
8200	1108	1629
8200	1629	1644
8200	1181	1651
8200	1645	1657
8200	851	868
8200	1108	1644
8200	1108	1667
8200	609	658
8200	658	690
8200	864	892
8200	609	690
8200	1492	1651
8200	1629	1667
8220	857	1181
8220	868	892
8220	1108	1144
8220	658	690
8220	609	815
8220	1108	1629
8220	1164	1622
8220	1181	1651
8220	1645	1657
8220	851	868
8220	1144	1644
8220	857	1622
8220	636	851
8220	1108	1644
8220	1108	1667
8220	690	815
8220	826	1181
8220	857	1164
8220	609	658
8220	864	892
8220	658	815
8220	609	690
8220	826	1651
8220	826	857
8240	1108	1144
8240	658	690
8240	609	815
8240	1108	1629
8240	1629	1644
8240	1644	1667
8240	892	896
8240	1181	1651
8240	1645	1657
8240	616	651
8240	851	868
8240	636	851
8240	1108	1644
8240	600	871
8240	690	815
8240	826	1181
8240	686	696
8240	609	658
8240	610	613
8240	616	847
8240	857	1622
8240	609	690
8240	803	849
8240	826	1651
8260	1144	1629
8260	610	690
8260	658	690
8260	609	815
8260	623	651
8260	1629	1644
8260	651	692
8260	1645	1657
8260	616	651
8260	1108	1144
8260	1622	1651
8260	1144	1644
8260	1108	1644
8260	1108	1667
8260	690	815
8260	826	1181
8260	610	613
8260	626	698
8260	1108	1629
8260	616	692
8260	803	849
8260	826	1651
8280	857	1181
8280	660	894
8280	609	815
8280	623	651
8280	866	871
8280	609	690
8280	814	895
8280	1181	1651
8280	1613	1678
8280	1645	1657
8280	616	651
8280	853	873
8280	810	855
8280	857	1622
8280	616	623
8280	1108	1644
8280	600	871
8280	690	815
8280	826	1181
8280	853	855
8280	857	1164
8280	609	658
8280	854	871
8280	658	690
8280	610	613
8280	855	873
8280	889	890
8280	660	682
8280	810	853
8280	636	851
8280	1629	1667
8280	803	849
8280	826	1651
8280	810	873
8280	654	694
8300	686	696
8300	609	815
8300	623	651
8300	854	866
8300	1164	1622
8300	1181	1651
8300	1645	1657
8300	616	651
8300	600	866
8300	891	894
8300	1108	1644
8300	600	871
8300	690	815
8300	826	1181
8300	853	855
8300	888	890
8300	609	658
8300	854	871
8300	823	890
8300	658	690
8300	610	613
8300	826	1164
8300	848	1492
8300	803	849
8300	826	1651
8320	848	1492
8320	855	873
8320	623	651
8320	854	866
8320	651	654
8320	1164	1622
8320	866	871
8320	814	895
8320	1645	1657
8320	616	651
8320	618	847
8320	600	866
8320	891	894
8320	636	864
8320	848	1651
8320	616	623
8320	823	868
8320	1108	1644
8320	690	815
8320	826	1181
8320	888	890
8320	609	658
8320	854	871
8320	658	690
8320	610	613
8320	609	815
8320	623	654
8320	609	690
8320	1629	1667
8320	634	871
8320	803	849
8340	609	815
8340	623	651
8340	854	866
8340	651	692
8340	1164	1622
8340	814	895
8340	1645	1657
8340	616	651
8340	600	866
8340	891	894
8340	1108	1644
8340	1492	1651
8340	690	815
8340	609	658
8340	854	871
8340	658	690
8340	610	613
8340	855	873
8340	826	1164
8340	609	690
8340	696	823
8340	1629	1667
8340	803	849
8360	892	895
8360	623	692
8360	609	815
8360	623	651
8360	1108	1644
8360	651	692
8360	660	891
8360	1645	1657
8360	616	651
8360	618	847
8360	600	866
8360	891	894
8360	636	868
8360	1164	1181
8360	690	815
8360	826	1181
8360	634	866
8360	826	1622
8360	658	690
8360	804	853
8360	610	613
8360	826	1164
8360	636	864
8360	600	634
8360	609	690
8360	1492	1651
8360	1629	1667
8360	803	849
8360	817	847
8380	1181	1657
8380	609	815
8380	623	651
8380	1108	1644
8380	660	891
8380	866	871
8380	1645	1657
8380	616	651
8380	600	866
8380	891	894
8380	854	866
8380	826	1657
8380	690	815
8380	826	1181
8380	634	866
8380	854	871
8380	826	1622
8380	658	690
8380	1144	1601
8380	610	613
8380	826	1164
8380	830	834
8380	634	854
8380	600	634
8380	616	692
8380	609	690
8380	1492	1651
8380	634	871
8380	803	849
8400	694	896
8400	658	690
8400	855	873
8400	651	692
8400	826	1657
8400	616	651
8400	1164	1657
8400	830	834
